PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
1,1,3,"Nakid, Miss. Maria (""Mary"")",female,,1,3,SW/PP 751,80.33,,S
891,1,1,"Thomas, Master. Assad Alexander",male,,0,0,349239,0.0,,S
697,0,2,"Butler, Mr. Reginald Fenton",male,39.47,0,1,113786,19.3195,,
529,1,3,"Blackwell, Mr. Stephen Weart",male,12.18,1,0,14313,0.0,,C
891,1,1,"Ryerson, Miss. Emily Borie",male,6.42,0,0,219533,14.0914,A19,S
471,1,1,"Bracken, Mr. James H",female,,0,3,349239,13.4125,,S
490,0,2,"Shelley, Mrs. William (Imanita Parrish Hall)",male,0.42,0,1,349239,3.0338,,S
386,1,1,"Bailey, Mr. Percy Andrew",male,27.4,1,1,349239,21.6994,C68,Q
251,1,3,"Collyer, Mr. Harvey",male,67.24,1,0,347088,131.1756,,C
368,0,3,"Perreault, Miss. Anne",male,0.42,0,0,14311,0.0,B39,S
1,1,3,"Tikkanen, Mr. Juho",male,19.83,0,1,358585,1.0821,,S
381,1,3,"Sage, Master. Thomas Henry",female,,1,2,2689,0.0,,C
272,1,3,"Tikkanen, Mr. Juho",male,11.18,0,0,349239,0.0,,Q
891,1,3,"Pasic, Mr. Jakob",male,0.42,0,0,SOTON/O.Q. 3101311,0.0,,S
1,0,3,"Kallio, Mr. Nikolai Erland",female,18.11,1,0,219533,13.5844,D26,S
65,1,3,"Stoytcheff, Mr. Ilia",male,0.42,0,2,11751,37.4511,,S
409,1,3,"Mellinger, Miss. Madeleine Violet",male,5.85,0,0,11753,0.0,B5,C
891,0,2,"Brewe, Dr. Arthur Jackson",male,,1,0,358585,0.0,,C
1,0,1,"Eklund, Mr. Hans Linus",male,18.81,2,0,349239,8.3597,,S
399,1,3,"Bourke, Miss. Mary",male,,1,0,54636,0.0,,C
891,1,3,"Barkworth, Mr. Algernon Henry Wilson",male,,0,0,C 17369,50.6146,,S
131,1,1,"Cavendish, Mr. Tyrell William",male,,0,0,219533,52.1077,,S
1,0,3,"Olsen, Mr. Henry Margido",male,,0,0,219533,13.7549,,S
584,0,1,"Sivic, Mr. Husein",male,,0,1,113786,0.0,,Q
1,1,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",male,21.22,0,2,11751,50.1235,,S
891,1,1,"Petranec, Miss. Matilda",male,70.54,0,0,19943,22.3893,,S
593,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",male,,1,0,364512,23.0562,,C
20,1,3,"Giles, Mr. Frederick Edward",male,80.0,0,0,SOTON/O.Q. 392078,16.0354,,C
417,1,3,"Carter, Mrs. William Ernest (Lucile Polk)",female,67.64,0,0,2689,10.9885,,S
890,0,1,"Dodge, Master. Washington",male,,0,1,347071,0.0,,C
471,1,1,"Lahoud, Mr. Sarkis",male,17.79,0,0,312992,4.2133,C52,C
183,1,3,"Sirota, Mr. Maurice",male,,0,0,14311,26.242,,Q
500,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",male,,0,0,349239,25.4934,,C
430,1,2,"Wick, Mrs. George Dennick (Mary Hitchcock)",male,14.45,0,0,SC/PARIS 2133,0.0,,S
891,1,1,"Bailey, Mr. Percy Andrew",female,36.05,1,0,STON/O 2. 3101289,23.8169,,S
1,1,3,"Pengelly, Mr. Frederick William",female,,0,0,A/4. 34244,0.0,,S
1,1,2,"Rice, Mrs. William (Margaret Norton)",male,18.28,0,0,347464,0.0,,S
321,0,1,"Behr, Mr. Karl Howell",male,65.77,0,0,347073,43.3344,,S
891,0,2,"Carrau, Mr. Francisco M",male,0.42,1,0,SC/PARIS 2133,0.0,,S
784,1,3,"Stone, Mrs. George Nelson (Martha Evelyn)",male,7.37,0,0,PC 17754,0.0,,Q
402,1,1,"Nakid, Miss. Maria (""Mary"")",male,24.05,1,2,SC/PARIS 2133,22.5056,,C
445,1,1,"Vestrom, Miss. Hulda Amanda Adolfina",male,24.36,0,0,65306,0.0,,C
635,0,1,"Olsen, Mr. Ole Martin",male,,1,0,113786,91.6617,,S
241,0,3,"O'Connell, Mr. Patrick D",male,,0,0,W./C. 14258,0.0,,S
265,1,3,"Daly, Mr. Eugene Patrick",male,0.42,1,0,345767,0.0,D26,S
1,1,1,"Sutehall, Mr. Henry Jr",male,,0,0,113056,5.7693,,S
418,0,1,"Hogeboom, Mrs. John C (Anna Andrews)",male,0.62,0,0,113051,0.0,,S
395,1,1,"Lang, Mr. Fang",male,25.49,1,0,349239,0.0,,S
1,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",male,,1,1,SC/PARIS 2133,128.5491,,S
400,0,1,"Yasbeck, Mrs. Antoni (Selini Alexander)",male,,0,2,347464,0.0,C86,S
1,1,3,"Montvila, Rev. Juozas",male,29.03,1,0,11755,147.193,,S
227,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,0.42,0,1,347073,229.5009,C50,C
1,1,3,"Harris, Mr. Henry Birkhardt",male,0.42,1,0,219533,129.6662,,S
891,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",male,0.42,1,0,347088,136.7426,,S
1,0,3,"Dick, Mr. Albert Adrian",male,0.42,0,1,250649,122.365,,S
1,0,3,"Brewe, Dr. Arthur Jackson",male,80.0,1,0,2664,4.6648,,S
385,1,1,"Vovk, Mr. Janko",male,80.0,0,0,65303,2.4044,,S
81,1,2,"Brewe, Dr. Arthur Jackson",male,,0,0,65306,0.0,,Q
226,0,1,"Jermyn, Miss. Annie",male,,0,0,349239,0.0,,C
147,0,3,"Daly, Mr. Eugene Patrick",male,0.42,0,0,347083,2.3915,,S
568,1,3,"Jonsson, Mr. Carl",male,4.87,0,1,SOTON/O.Q. 392078,15.317,F33,S
891,1,3,"Brewe, Dr. Arthur Jackson",male,16.49,0,0,13567,135.0566,,S
891,1,1,"Banfield, Mr. Frederick James",male,17.24,0,0,347083,24.9078,,Q
891,1,1,"Theobald, Mr. Thomas Leonard",male,0.42,0,0,219533,22.5654,,S
100,1,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",male,26.49,1,0,349239,0.3212,,C
891,1,1,"Lulic, Mr. Nikola",female,,0,0,4136,25.9342,,S
360,1,3,"Olsen, Mr. Henry Margido",male,7.69,1,0,17764,53.7192,B39,S
480,0,1,"Goodwin, Master. William Frederick",male,,1,0,347088,192.7122,B51 B53 B55,C
891,0,3,"Bateman, Rev. Robert James",male,,0,0,SOTON/O.Q. 3101307,0.0,,S
454,0,2,"Bradley, Mr. George (""George Arthur Brayton"")",male,,0,0,SOTON/O.Q. 392078,5.5426,,S
891,1,3,"Kent, Mr. Edward Austin",male,,1,0,347083,129.3563,,S
722,1,1,"McNamee, Mr. Neal",female,5.17,0,0,C.A. 37671,26.2293,,S
241,0,1,"Radeff, Mr. Alexander",male,27.17,0,0,2641,25.7545,,S
891,0,2,"Hogeboom, Mrs. John C (Anna Andrews)",female,9.14,0,0,SC/PARIS 2133,0.0,F4,C
707,1,3,"Dean, Mr. Bertram Frank",male,80.0,1,1,349216,0.0,,Q
891,0,3,"Davies, Master. John Morgan Jr",male,0.42,4,0,113796,26.1485,,S
390,0,1,"Daly, Mr. Eugene Patrick",male,12.72,4,0,54636,61.9877,,C
32,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",female,0.42,0,0,CA 2144,0.0,,S
891,1,1,"Salonen, Mr. Johan Werner",male,33.64,0,0,347088,42.0271,,S
1,0,3,"Hogeboom, Mrs. John C (Anna Andrews)",male,,0,0,219533,9.8924,,S
745,1,1,"Giles, Mr. Frederick Edward",male,,0,0,113796,20.8739,,S
891,0,1,"Johannesen-Bratthammer, Mr. Bernt",male,,1,0,11751,0.0,,S
891,1,1,"Mellinger, Miss. Madeleine Violet",male,,1,0,PC 17609,47.0435,,C
54,1,2,"Hogeboom, Mrs. John C (Anna Andrews)",male,,0,0,2665,0.7094,B101,S
114,0,3,"Ford, Mr. William Neal",male,26.33,1,0,347464,0.0,,S
1,1,3,"Hogeboom, Mrs. John C (Anna Andrews)",male,34.39,0,0,113051,0.0,,Q
497,1,3,"Hogeboom, Mrs. John C (Anna Andrews)",female,43.68,1,1,349239,0.0,,S
1,1,3,"Becker, Miss. Marion Louise",female,,0,3,11755,137.4667,,S
575,0,3,"Smith, Miss. Marion Elsie",male,56.72,0,2,347069,13.2778,,C
201,1,2,"Carter, Mrs. William Ernest (Lucile Polk)",male,80.0,0,0,374910,0.0,,S
389,0,1,"Betros, Mr. Tannous",male,5.91,0,0,315084,19.4304,,C
263,1,3,"Theobald, Mr. Thomas Leonard",male,32.21,1,0,PC 17601,0.0,,C
891,1,1,"Lang, Mr. Fang",male,6.28,0,0,236171,3.0638,,S
423,1,3,"Daly, Mr. Eugene Patrick",male,,0,0,349222,16.9531,,C
1,1,3,"Collyer, Mr. Harvey",male,29.87,0,0,349239,10.5211,,C
891,0,3,"Eklund, Mr. Hans Linus",female,,0,1,2664,52.6482,,S
891,0,3,"Barbara, Miss. Saiide",female,29.57,0,0,113051,0.0,,S
428,1,1,"Marvin, Mr. Daniel Warner",male,7.3,0,0,382649,23.1154,,C
1,0,3,"Barbara, Miss. Saiide",female,9.21,0,0,358585,0.0,,S
891,0,2,"McMahon, Mr. Martin",male,31.57,0,0,219533,24.7368,,C
439,1,1,"Staneff, Mr. Ivan",male,31.61,0,0,345778,2.562,,S
396,1,2,"Giles, Mr. Frederick Edward",male,,0,0,349209,0.0,,S
1,0,3,"Farrell, Mr. James",male,53.69,1,1,111240,23.1144,,Q
842,1,3,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",male,54.42,0,1,349239,21.7151,E34,S
891,0,2,"Eklund, Mr. Hans Linus",female,,0,0,14312,0.0,,S
1,1,1,"Stone, Mrs. George Nelson (Martha Evelyn)",male,24.95,5,0,239853,0.0,,Q
477,1,1,"Bostandyeff, Mr. Guentcho",male,25.71,0,0,349239,0.0,A23,S
1,1,3,"Smith, Mr. Richard William",male,19.36,0,0,219533,0.0,,C
1,1,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,,0,2,349239,0.0,E25,C
556,1,2,"Brewe, Dr. Arthur Jackson",male,0.42,1,0,349239,0.0,,Q
891,1,1,"del Carlo, Mr. Sebastiano",male,5.89,0,0,PC 17759,0.0,,S
1,0,3,"Lang, Mr. Fang",male,0.42,1,0,11751,25.994,,Q
1,1,2,"Turkula, Mrs. (Hedwig)",female,,0,1,345767,25.9858,,Q
791,1,3,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",male,,1,1,372622,23.2322,B18,Q
1,1,3,"Bidois, Miss. Rosalie",male,,0,0,349239,17.2712,C125,S
7,0,1,"Moran, Mr. Daniel J",male,7.3,1,2,219533,1.6991,,C
495,0,3,"de Pelsmaeker, Mr. Alfons",male,,0,1,219533,0.0,,C
1,1,3,"Harder, Mr. George Achilles",male,37.95,1,1,349239,129.8957,,C
891,1,3,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,3.17,1,0,113796,214.7317,,C
581,0,3,"Mellinger, Miss. Madeleine Violet",male,27.81,1,0,A/5 21174,1.7652,,C
1,1,3,"Francatelli, Miss. Laura Mabel",male,,1,1,347083,0.0,C78,
1,1,3,"Taussig, Miss. Ruth",male,26.2,0,0,17764,22.7354,,C
480,1,3,"McMahon, Mr. Martin",male,,1,0,113796,0.0,,S
643,1,2,"Brewe, Dr. Arthur Jackson",male,,7,0,11751,2.0411,,C
1,0,3,"Daly, Mr. Eugene Patrick",male,38.55,0,0,SOTON/O.Q. 3101307,0.0,,Q
380,1,3,"Dahlberg, Miss. Gerda Ulrika",male,0.42,0,3,113051,0.0,,S
446,1,2,"Barbara, Miss. Saiide",female,10.99,1,0,347071,25.4063,C110,S
487,1,3,"Cunningham, Mr. Alfred Fleming",male,0.42,1,0,113051,0.0,,S
648,0,1,"Harknett, Miss. Alice Phoebe",male,18.57,0,1,2689,50.6043,E33,C
695,1,3,"White, Mr. Percival Wayland",male,53.54,0,0,A/5 21174,19.7086,B69,C
1,0,3,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",female,26.87,0,0,345767,5.1291,,S
822,1,3,"Saad, Mr. Khalil",male,,1,2,243880,0.0,F E69,C
1,1,1,"Torber, Mr. Ernst William",male,33.18,0,0,349209,55.2891,,C
505,1,3,"Mellinger, Miss. Madeleine Violet",female,,0,0,PC 17759,0.0,C123,S
87,0,3,"Bidois, Miss. Rosalie",female,20.04,1,0,2689,25.0983,,S
215,0,1,"Rush, Mr. Alfred George John",male,28.56,3,0,347073,0.0,,C
891,0,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",male,,4,0,54636,2.6086,,C
891,1,3,"Hogeboom, Mrs. John C (Anna Andrews)",male,,4,0,C.A. 31921,9.8125,,S
697,1,3,"Hogeboom, Mrs. John C (Anna Andrews)",female,,0,0,A/5 21174,1.3037,,S
1,0,3,"Collyer, Mr. Harvey",male,,1,2,113051,0.0,,S
1,1,1,"Hippach, Miss. Jean Gertrude",male,,0,1,113056,0.3074,,S
246,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",male,56.9,0,0,219533,11.0846,,Q
891,0,1,"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)",male,79.89,0,0,113051,20.8362,,C
1,1,3,"Lester, Mr. James",male,35.59,0,0,2694,0.0,,C
1,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",female,0.42,0,0,14311,0.0,,S
641,1,1,"Johnson, Master. Harold Theodor",male,18.27,1,0,367231,0.0,A31,C
504,1,3,"Andersson, Miss. Ebba Iris Alfrida",male,,0,2,347071,0.0,A10,S
681,1,1,"O'Sullivan, Miss. Bridget Mary",male,0.42,1,0,113794,0.0,,S
891,1,1,"Barbara, Miss. Saiide",male,,0,0,14312,0.0,,Q
237,0,3,"Bailey, Mr. Percy Andrew",male,19.44,0,0,349209,25.5161,C87,C
1,1,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",male,26.89,7,0,358585,0.0,,S
170,1,1,"Asplund, Master. Clarence Gustaf Hugo",male,,0,0,349239,1.6061,,Q
702,0,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,57.03,0,0,349227,13.799,,Q
891,1,3,"Brewe, Dr. Arthur Jackson",male,24.91,1,0,2689,61.2014,,Q
1,0,3,"Olsen, Mr. Henry Margido",male,59.35,1,0,349239,0.336,,S
1,1,3,"Harder, Mr. George Achilles",male,51.78,1,1,367231,0.0,,S
343,1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",male,23.43,1,1,349239,12.606,,S
220,1,1,"Pavlovic, Mr. Stefo",female,16.73,3,0,349239,140.7464,,S
404,1,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",male,,0,0,349239,14.8342,,Q
891,1,1,"Yousif, Mr. Wazli",female,24.42,8,0,SOTON/O.Q. 392078,19.7871,,S
1,1,3,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",male,,1,0,11751,0.0,,S
1,1,3,"Hassan, Mr. Houssein G N",male,0.42,0,0,14313,0.8974,E67,S
1,0,3,"Daly, Mr. Eugene Patrick",male,,0,1,SC/PARIS 2133,0.0,,S
345,1,3,"Ekstrom, Mr. Johan",male,80.0,1,0,220845,0.0,,Q
765,1,1,"Daly, Mr. Eugene Patrick",female,33.23,0,0,W./C. 14263,0.0,,S
609,0,2,"Sirota, Mr. Maurice",male,0.58,1,0,349239,6.9525,,S
891,1,1,"Carter, Mrs. William Ernest (Lucile Polk)",female,,1,0,236171,0.0,,S
410,1,1,"Daly, Mr. Eugene Patrick",male,,0,1,54636,12.1612,,S
92,1,1,"Devaney, Miss. Margaret Delia",female,,1,0,113786,8.4865,,S
570,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",male,,1,1,315084,49.3442,,S
159,0,2,"Elias, Mr. Tannous",female,24.53,0,0,PC 17759,0.0,,S
891,1,1,"Panula, Mrs. Juha (Maria Emilia Ojala)",male,,1,0,17764,5.0867,,C
583,0,3,"Lang, Mr. Fang",male,,0,0,11751,7.8968,,S
227,1,1,"Karun, Miss. Manca",male,0.42,1,1,349239,0.0,,S
1,1,3,"Bradley, Mr. George (""George Arthur Brayton"")",male,80.0,0,1,349239,40.0271,,S
295,0,2,"Bourke, Miss. Mary",male,,4,0,31028,0.0,,S
605,1,3,"Carrau, Mr. Francisco M",male,29.05,0,2,4136,5.7956,B41,S
194,1,2,"Sjoblom, Miss. Anna Sofia",male,29.48,1,0,113796,0.0,,S
421,1,3,"Vanden Steen, Mr. Leo Peter",male,,1,0,2926,76.3062,,S
891,1,2,"Olsen, Mr. Henry Margido",male,,4,0,236171,14.3727,B58 B60,S
860,0,3,"Reuchlin, Jonkheer. John George",male,6.55,1,1,11751,18.3741,B28,S
1,0,1,"Montvila, Rev. Juozas",male,,0,0,A/4. 34244,14.908,,S
398,1,1,"Turcin, Mr. Stjepan",female,,1,0,219533,0.0,,S
566,1,3,"Brewe, Dr. Arthur Jackson",male,36.03,0,1,349239,8.2088,,S
295,1,3,"Calic, Mr. Petar",male,,0,0,SOTON/O.Q. 3101307,0.0,,S
1,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,,1,0,349209,26.0238,,S
1,1,1,"Bracken, Mr. James H",male,,0,0,347083,0.0,F G63,C
477,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",female,0.42,1,1,SOTON/O.Q. 392078,24.2962,,S
891,1,3,"Collyer, Mr. Harvey",male,38.85,1,0,219533,16.8996,,C
891,1,2,"Hogeboom, Mrs. John C (Anna Andrews)",male,,1,0,2689,0.0,,C
107,1,1,"McCarthy, Mr. Timothy J",male,,5,0,349239,0.0,E77,S
528,1,1,"Troupiansky, Mr. Moses Aaron",female,,1,0,219533,16.6093,B35,S
1,1,3,"Lindell, Mr. Edvard Bengtsson",male,75.41,7,3,PC 17759,36.8474,,S
1,1,1,"Hanna, Mr. Mansour",male,25.23,1,0,113796,21.932,,C
603,0,1,"McGovern, Miss. Mary",male,67.85,1,0,349239,7.1672,,S
690,1,3,"Tikkanen, Mr. Juho",female,,0,0,113796,39.5545,,S
1,1,2,"Silverthorne, Mr. Spencer Victor",male,15.14,0,0,17764,3.1111,,S
426,1,3,"Berriman, Mr. William John",male,,1,0,349239,42.5801,,S
460,1,1,"Brewe, Dr. Arthur Jackson",female,80.0,1,1,A/5 21174,25.0544,,S
1,0,3,"Moubarek, Master. Halim Gonios (""William George"")",male,,0,0,349239,1.8222,,C
460,1,3,"Moraweck, Dr. Ernest",male,0.42,0,0,228414,0.0,,Q
891,1,3,"O'Brien, Mr. Thomas",male,,0,0,113051,5.6206,,C
445,1,1,"Richards, Master. William Rowe",female,,0,0,347088,10.5227,,S
1,1,1,"Glynn, Miss. Mary Agatha",male,,1,6,367231,8.2057,,S
458,1,1,"Daly, Mr. Eugene Patrick",female,77.62,1,1,371110,0.0,,S
455,1,3,"Eklund, Mr. Hans Linus",female,29.71,0,0,113051,0.0,,C
1,1,3,"Navratil, Master. Edmond Roger",male,32.69,1,0,374910,0.0,,S
287,1,1,"Bracken, Mr. James H",female,,0,0,SC/PARIS 2133,0.0,,Q
482,1,2,"Spencer, Mrs. William Augustus (Marie Eugenie)",male,,0,0,W./C. 14263,0.0,D50,S
437,1,1,"Williams, Mr. Howard Hugh ""Harry""",female,,1,0,SC/PARIS 2133,0.0,,Q
1,1,1,"Ali, Mr. William",male,14.57,1,1,14312,10.4752,,S
891,1,3,"Hassan, Mr. Houssein G N",female,27.47,0,1,A/5 21174,25.1816,B102,S
404,1,1,"Uruchurtu, Don. Manuel E",male,,1,0,219533,0.0,,S
1,0,3,"Moen, Mr. Sigurd Hansen",male,,0,1,36947,0.0,C65,C
891,1,2,"O'Driscoll, Miss. Bridget",male,24.82,0,2,347088,58.9272,,S
1,1,3,"Lindell, Mr. Edvard Bengtsson",male,80.0,0,1,11753,23.5146,,Q
1,0,3,"Futrelle, Mr. Jacques Heath",male,23.42,0,0,SC/PARIS 2133,0.0,,S
1,0,3,"Daly, Mr. Eugene Patrick",male,,0,0,A/5. 10482,3.5512,B79,C
891,1,2,"Moran, Miss. Bertha",male,,7,0,SC/PARIS 2133,2.2516,,S
337,1,3,"Mellinger, Miss. Madeleine Violet",male,,1,1,113051,18.7715,,C
144,0,3,"Weir, Col. John",male,33.44,1,0,54636,22.1931,,S
891,1,1,"Barbara, Miss. Saiide",male,7.81,1,0,236171,1.2344,C82,C
1,1,3,"Bourke, Mrs. John (Catherine)",male,,4,0,349214,0.0,,S
891,1,1,"Lulic, Mr. Nikola",male,0.42,4,2,219533,20.081,,C
891,1,2,"Carter, Mrs. William Ernest (Lucile Polk)",male,24.4,0,3,4136,0.0,,S
34,1,3,"Oreskovic, Miss. Marija",male,60.92,1,0,219533,0.0,,S
1,0,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",male,0.42,0,2,349239,23.3487,,S
380,1,1,"Christy, Miss. Julie Rachel",female,43.82,0,0,219533,1.5192,T,Q
786,1,1,"Weir, Col. John",female,37.48,0,0,2689,13.6052,,S
1,1,3,"Boulos, Mr. Hanna",male,26.67,0,1,2689,0.0,,C
818,1,3,"Slocovski, Mr. Selman Francis",male,34.85,1,1,A/5. 10482,21.3806,,Q
1,0,2,"Giglio, Mr. Victor",male,70.4,0,0,4136,0.0,,S
299,1,2,"Klaber, Mr. Herman",male,72.96,0,0,14312,24.4026,E101,S
891,1,3,"Daly, Mr. Eugene Patrick",male,24.52,1,0,219533,0.0,,S
392,1,1,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,,1,0,350046,26.1235,,Q
124,1,3,"Bradley, Mr. George (""George Arthur Brayton"")",male,30.77,0,1,349239,0.0,,S
891,1,2,"Longley, Miss. Gretchen Fiske",female,,0,0,367231,16.8642,A26,S
395,0,3,"Kraeff, Mr. Theodor",male,0.42,0,1,219533,0.0,,Q
891,1,1,"Barbara, Miss. Saiide",male,,0,0,11751,0.0,,S
595,1,3,"Nenkoff, Mr. Christo",male,,1,0,A/5. 10482,3.2824,,C
327,1,1,"Theobald, Mr. Thomas Leonard",male,2.76,0,0,113786,1.2424,,S
119,0,3,"Barbara, Miss. Saiide",female,10.2,0,1,349222,0.0,,Q
1,1,3,"Brewe, Dr. Arthur Jackson",female,8.11,0,1,219533,6.7316,,S
891,0,1,"O'Driscoll, Miss. Bridget",male,25.8,0,1,315084,1.5165,,S
444,0,1,"Rush, Mr. Alfred George John",female,,0,0,A/4. 34244,0.0,,C
1,1,3,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",male,,0,0,11751,0.0,,Q
1,1,2,"Olsen, Mr. Henry Margido",female,10.21,0,2,A/5 21174,0.0564,D26,C
663,0,1,"Beckwith, Mr. Richard Leonard",female,0.42,0,0,A/5 21174,0.0,,C
215,0,1,"Sutehall, Mr. Henry Jr",male,26.15,1,0,382649,37.8552,,S
808,1,3,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,68.7,0,0,219533,21.3608,F33,S
1,0,1,"Barkworth, Mr. Algernon Henry Wilson",female,0.42,6,1,219533,0.0,,S
109,0,1,"Berriman, Mr. William John",male,34.69,0,1,113794,0.0,,S
415,0,2,"Lang, Mr. Fang",male,0.42,0,0,219533,35.255,,S
891,0,3,"Keefe, Mr. Arthur",male,33.8,1,0,219533,0.0,,S
777,0,1,"Laleff, Mr. Kristo",male,80.0,0,0,347083,0.0,,S
252,0,3,"Andrew, Mr. Edgardo Samuel",male,,0,0,54636,36.411,B94,S
568,1,3,"Brewe, Dr. Arthur Jackson",male,7.69,1,1,113056,9.6468,,Q
489,1,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",male,39.48,0,0,A/5 21174,1.984,,S
1,0,1,"Hogeboom, Mrs. John C (Anna Andrews)",male,,0,1,349239,25.2684,,C
891,1,3,"Pengelly, Mr. Frederick William",female,,1,0,219533,30.1113,,S
89,1,3,"Andersson, Miss. Ebba Iris Alfrida",male,10.99,1,0,SC/PARIS 2133,9.4482,,S
891,1,1,"Johansson, Mr. Erik",male,0.42,0,0,219533,0.0,C99,Q
388,1,3,"Cunningham, Mr. Alfred Fleming",male,0.42,0,0,347085,3.3723,,S
1,0,1,"Sandstrom, Miss. Marguerite Rut",male,21.72,1,0,349239,44.1167,E58,S
891,1,1,"Davies, Mr. Alfred J",male,,4,0,SOTON/O.Q. 3101307,0.0,,C
763,1,1,"Lam, Mr. Ali",female,0.42,4,0,28664,21.9927,D,C
1,1,1,"Brewe, Dr. Arthur Jackson",male,80.0,1,0,219533,55.4645,,S
127,0,3,"Karaic, Mr. Milan",male,32.7,0,0,2666,0.0,,C
891,0,3,"Harper, Mrs. Henry Sleeper (Myna Haxtun)",male,16.24,1,0,349239,25.0216,,C
570,1,3,"Vander Planke, Miss. Augusta Maria",male,32.45,0,1,349239,21.2842,,S
1,1,1,"Dodge, Master. Washington",female,14.48,1,1,SOTON/O.Q. 392078,0.0,,S
389,1,2,"Eklund, Mr. Hans Linus",male,34.47,0,1,A/5. 10482,0.0,,C
1,1,3,"Theobald, Mr. Thomas Leonard",male,31.41,1,1,219533,140.2617,,S
891,1,2,"Hippach, Miss. Jean Gertrude",female,78.31,0,0,228414,0.0,,S
891,1,3,"Devaney, Miss. Margaret Delia",male,,1,0,14312,15.7816,,S
780,0,3,"Brewe, Dr. Arthur Jackson",male,,0,0,A/5. 10482,0.0,,S
1,1,3,"Bissette, Miss. Amelia",male,,1,0,315084,0.0,C52,C
891,1,2,"O'Connell, Mr. Patrick D",male,,0,1,14312,90.0828,,S
351,0,2,"Canavan, Miss. Mary",male,57.66,0,0,SC/PARIS 2133,18.9277,,S
891,1,3,"Bystrom, Mrs. (Karolina)",male,0.42,1,0,SC/PARIS 2133,21.2371,C90,S
362,1,3,"Karlsson, Mr. Nils August",female,1.58,1,0,228414,0.0,,C
20,1,1,"Lulic, Mr. Nikola",male,,1,0,347085,25.5114,A10,Q
402,0,3,"Herman, Miss. Alice",male,,0,0,323592,77.8752,,S
891,0,2,"Daly, Mr. Eugene Patrick",male,0.42,1,0,113796,0.5847,,Q
412,1,3,"Nankoff, Mr. Minko",male,30.37,0,0,A/5. 10482,222.723,,S
1,1,3,"Collyer, Mr. Harvey",female,9.37,7,1,2641,4.3174,,S
629,1,3,"Daly, Mr. Eugene Patrick",male,,1,3,PC 17759,0.0,,S
870,1,1,"Newsom, Miss. Helen Monypeny",female,0.42,0,0,A/5 21174,121.6151,,S
1,0,3,"McGough, Mr. James Robert",male,80.0,0,0,243880,5.0362,,C
505,1,1,"Sutehall, Mr. Henry Jr",male,26.64,0,0,111240,1.0202,,S
437,1,2,"Bracken, Mr. James H",male,1.74,0,2,349239,18.8007,,S
501,0,3,"Stahelin-Maeglin, Dr. Max",male,20.93,0,1,349216,22.2049,,C
891,0,3,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",male,18.46,0,0,113051,0.0,,C
737,1,2,"Stanley, Miss. Amy Zillah Elsie",female,33.09,1,0,11668,3.3453,,S
285,1,1,"Gillespie, Mr. William Henry",male,,0,0,372622,20.8925,B49,S
1,0,3,"Keane, Miss. Nora A",male,,1,0,A/5 21174,66.63,,C
1,0,1,"Tikkanen, Mr. Juho",male,11.57,0,0,110152,4.0286,E24,C
891,1,1,"Davies, Mr. Alfred J",male,25.26,0,3,11751,4.893,B73,C
891,0,3,"Lahtinen, Mrs. William (Anna Sylfven)",male,24.9,0,0,250655,8.2506,,S
256,1,3,"Marechal, Mr. Pierre",male,,0,0,349227,6.101,E68,S
292,0,3,"Weir, Col. John",male,,0,0,113786,0.0,,Q
569,0,1,"Fynney, Mr. Joseph J",male,33.96,0,0,F.C.C. 13528,0.0,,S
